Date,Price,Open,High,Low,Vol.,Change %
24-10-2024,84.05,84.093,84.1,84.05,,-0.01%
25-10-2024,84.095,84.089,84.11,84.055,,0.05%
28-10-2024,84.06,84.087,84.1,84.054,,-0.04%
29-10-2024,84.05,84.092,84.102,84.043,,-0.01%
30-10-2024,84.08,84.063,84.11,84.056,,0.04%
31-10-2024,84.061,84.094,84.142,84.06,,-0.02%
01-11-2024,84.08,84.078,84.111,84.038,,0.02%
04-11-2024,84.13,84.057,84.149,84.051,,0.06%
05-11-2024,84.109,84.151,84.18,84.088,,-0.02%
06-11-2024,84.31,84.115,84.355,84.115,,0.24%
07-11-2024,84.293,84.311,84.395,84.26,,-0.02%
08-11-2024,84.395,84.312,84.401,84.302,,0.12%
11-11-2024,84.379,84.375,84.429,84.357,,-0.02%
12-11-2024,84.38,84.381,84.428,84.364,,0.00%
13-11-2024,84.416,84.38,84.432,84.36,,0.04%
14-11-2024,84.461,84.422,84.49,84.384,,0.05%
15-11-2024,84.424,84.473,84.483,84.411,,-0.04%
18-11-2024,84.398,84.444,84.461,84.371,,-0.03%
19-11-2024,84.39,84.402,84.44,84.371,,-0.01%
20-11-2024,84.36,84.411,84.419,84.34,,-0.04%
21-11-2024,84.495,84.367,84.522,84.359,,0.16%
22-11-2024,84.426,84.5,84.523,84.401,,-0.08%
25-11-2024,84.26,84.408,84.438,84.238,,-0.20%
26-11-2024,84.319,84.271,84.366,84.225,,0.07%
27-11-2024,84.41,84.318,84.479,84.315,,0.11%
28-11-2024,84.445,84.441,84.524,84.432,,0.04%
29-11-2024,84.559,84.476,84.64,84.459,,0.13%
02-12-2024,84.74,84.572,84.761,84.56,,0.21%
03-12-2024,84.676,84.726,84.8,84.63,,-0.08%
04-12-2024,84.693,84.69,84.776,84.644,,0.02%
05-12-2024,84.684,84.713,84.757,84.673,,-0.01%
06-12-2024,84.668,84.685,84.718,84.529,,-0.02%
09-12-2024,84.829,84.704,84.914,84.675,,0.19%
10-12-2024,84.88,84.848,84.914,84.775,,0.06%
11-12-2024,84.795,84.891,84.919,84.799,,-0.10%
12-12-2024,84.825,84.847,84.902,84.823,,0.04%
13-12-2024,84.782,84.828,84.896,84.766,,-0.05%
16-12-2024,84.89,84.846,84.93,84.794,,0.13%
17-12-2024,84.902,84.882,84.955,84.877,,0.01%
18-12-2024,84.867,84.907,84.975,84.84,,-0.04%
19-12-2024,85.088,85.035,85.148,84.992,,0.26%
20-12-2024,84.947,85.113,85.113,84.941,,-0.17%
23-12-2024,85.095,84.96,85.141,84.924,,0.17%
24-12-2024,85.176,85.1,85.218,85.075,,0.10%
25-12-2024,85.198,85.181,85.21,85.156,,0.03%
26-12-2024,85.254,85.201,85.319,85.195,,0.07%
27-12-2024,85.388,85.253,85.823,85.229,,0.16%
30-12-2024,85.474,85.437,85.605,85.426,,0.10%
31-12-2024,85.554,85.538,85.687,85.516,,0.09%
